increases^abundance	Succinic Acid	BCL2	0.73071243563422	
increases^abundance	agathisflavone	BCL2 	0.7303145446231	
increases^abundance	C646 compound	BCL2	0.7303250025749124	
increases^glucuronidation	Calcium, RELA	0.7301309630628967
affects^activity	rosemary oil	TP53	0.7076414823532104
decreases^expression	tert-Butylhydroperoxide	HSPB1	0.7076364159584045
increases^uptake	4-((3-bromophenyl)amino)-6,7-dimethoxyquinazoline	CDKN1A	0.7076349258422852
increases^uptake	dioscin	AKT1	0.7076312303543091
increases^reaction	tin mesoporphyrin	LEP	0.7076306939125061
decreases^reaction	2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one	STAT3	0.7076299786567688
decreases^reaction	Chlorogenic Acid	BCL2	0.7076205015182495
decreases^reaction	Adenosine Triphosphate	PTGS2	0.7076197266578674
increases^expression	Diuron	HES1	0.7076156139373779
decreases^expression	Phenylmercuric Acetate	ERBB2	0.7076123952865601
decreases^methylation	Homocysteine	SOD2	0.7076093554496765
decreases^expression	Hexachlorophene	CCND1	0.7076053023338318
affects^activity	Piclozotan	BAX	0.7076002359390259
affects^activity	CIGB-552 peptide	SOD2	0.7075947523117065
increases^expression	Asbestos, Crocidolite	BAX	0.707587480545044
affects^cotreatment	Amiodarone	CASP8	0.7075870633125305
affects^activity	methylmercury glutathione	MMP9	0.7075814008712769
increases^transport	aliskiren	PTGS2	0.707577645778656
affects^expression	Cocaine	CTNNB1	0.7075731754302979
decreases^reaction	2-chloro-5-nitrobenzanilide	NOS2	0.7075715661048889
increases^cleavage	Poly Adenosine Diphosphate Ribose	BCL2	0.7075696587562561
increases^localization	Plant Extracts	RELA	0.7075573801994324
affects^activity	xibenolol	CASP8	0.7075565457344055
affects^metabolic processing	4-(nitroxy)butanoic acid 4-acetylaminophenyl ester	APC	0.7075561881065369
increases^activity	2,2'-(hydroxynitrosohydrazono)bis-ethanamine	CTNNB1	0.7075526118278503
affects^activity	fluphenacur	CDKN1A	0.707549512386322
affects^metabolic processing	Risperidone	PTGS2	0.7075483798980713
affects^activity	bisdequalinium	BAX	0.7075464129447937
increases^import	Gonadal Steroid Hormones	MMP9	0.7075459361076355
decreases^expression	3,4,5,3',4'-pentachlorobiphenyl	MMP9	0.7075430750846863
affects^response to substance	Dinoprost	PTGS2	0.70754075050354
affects^metabolic processing	4-(nitroxy)butanoic acid 4-acetylaminophenyl ester	VEGFA	0.7075395584106445
increases^import	Oligonucleotides	TP53	0.7075363993644714
decreases^expression	2,4,5,2',4',5'-hexachlorobiphenyl	TP53	0.7075307965278625
affects^folding	periodate-oxidized adenosine	BAX	0.7075236439704895
increases^expression	Tamoxifen	BAX	0.707521915435791
affects^export	NSC 74859	TP53	0.7075119018554688
affects^folding	cysmethynil	AKT1	0.7075110077857971
affects^activity	CJY compound	BAX	0.7075108885765076
increases^expression	flavokawain A	NOS2	0.707497239112854
increases^oxidation	NG-Nitroarginine Methyl Ester	CASP8	0.7074924111366272
affects^metabolic processing	Oxyquinoline	CDKN1A	0.7074902057647705
increases^import	Cetirizine	CTNNB1	0.7074888348579407
increases^acetylation	Berberine	TP53	0.707483172416687
increases^expression	Folic Acid	BAX	0.7074831128120422
affects^activity	trans-10,cis-12-conjugated linoleic acid	BAX	0.7074791193008423
affects^activity	nylestriol	CASP8	0.7074704766273499
affects^activity	amthamine	CASP8	0.707461953163147
decreases^expression	Nicorandil	VEGFA	0.7074618935585022
affects^activity	abemaciclib	SOD2	0.7074583768844604
increases^activity	Celecoxib	PARP1	0.707441508769989
increases^import	methylbenzethonium chloride	CTNNB1	0.7074406743049622
decreases^reaction	Hydrochloric Acid	IL1B	0.7074398994445801
increases^activity	S-Nitroso-N-Acetylpenicillamine	SOD2	0.7074353694915771
decreases^expression	Eugenol	CDKN1A	0.70743328332901
increases^ADP-ribosylation	isoalantolactone	PARP1	0.7074312567710876
increases^activity	Clofibrate	JUN	0.7074283957481384
decreases^expression	INCB018424	CCND1	0.7074267864227295
increases^expression	aloe emodin	RELA	0.7074260711669922
increases^import	Ketones	MMP9	0.707417905330658
increases^import	IH 764-3	MMP9	0.7074176073074341
increases^import	diethylstilbestrol monophosphate	MMP9	0.7074175477027893
increases^import	4-(N-(4-chlorophenyl)carbamoyloxy)-4-pent-2-ammonium iodide	MMP9	0.7074170708656311
increases^import	indium trichloride	MMP9	0.7074159383773804
increases^import	peroben	MMP9	0.7074156403541565
increases^import	vinylidene chloride	MMP9	0.7074155211448669
increases^import	aspartyl-alanyl-histidyl-lysine	MMP9	0.7074154019355774
decreases^acetylation	Chlorambucil	HSPB1	0.7074154019355774
increases^import	5-((5-fluoro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl)-N-(2-hydroxy-3-morpholin-4-ylpropyl)-2,4-dimethyl-1H-pyrrole-3-carboxamide	MMP9	0.7074146866798401
increases^import	Adipates	MMP9	0.7074145674705505
increases^import	isopropyl thioxanthone	MMP9	0.7074145078659058
increases^import	Org 34850	MMP9	0.707414448261261
increases^import	16 alpha-iodoestradiol	MMP9	0.707414448261261
increases^import	Tamsulosin	MMP9	0.7074142098426819
increases^import	thioacridone	MMP9	0.7074139714241028
increases^import	muristerone A	MMP9	0.7074133157730103
increases^expression	nano-diamino-tetrac	DNMT1	0.707410991191864
decreases^expression	Acrylamide	HSPB1	0.7074095606803894
increases^secretion	betulin	VEGFA	0.7074087858200073
affects^activity	18-oxocortisol	CASP8	0.7073982954025269
affects^cotreatment	pyrrolidine dithiocarbamic acid	CASP8	0.7073848247528076
decreases^expression	bifenthrin	IL1B	0.7073819637298584
increases^import	benzo(a)pyrene-7,8-dione	DNMT1	0.707379937171936
affects^activity	2,4-dimethylphenol	BAX	0.7073793411254883
decreases^expression	lead acetate	TP53	0.7073754072189331
decreases^expression	Benzo(a)pyrene	MMP9	0.7073752880096436
decreases^phosphorylation	mangostin	AKT1	0.7073666453361511
increases^import	AH 23848	MMP9	0.7073655128479004
increases^oxidation	6-(4-fluorophenyl)-2,3-dihydro-5-(4-pyridinyl)imidazo(2,1-b)thiazole	RELA	0.7073647379875183
increases^reaction	alpha-naphthoflavone	CDKN1A	0.7073584794998169
increases^transport	aliskiren	ACTA2	0.7073563933372498
affects^activity	brotizolam	BAX	0.7073553204536438
decreases^expression	Paclitaxel	AKT1	0.7073518633842468
increases^cleavage	butein	PTGS2	0.7073517441749573
increases^import	IH 764-3	CCND1	0.7073450684547424
increases^import	4-(N-(4-chlorophenyl)carbamoyloxy)-4-pent-2-ammonium iodide	CCND1	0.7073444128036499
increases^import	2-propylthio-D-beta,gamma-difluoromethylene ATP	CCND1	0.7073421478271484
increases^import	Cinanserin	CCND1	0.7073416709899902
increases^import	2-methylhistamine	CCND1	0.7073416709899902
increases^import	3-methoxycatechol	CCND1	0.7073412537574768
increases^import	aspartyl-alanyl-histidyl-lysine	CCND1	0.7073410749435425
increases^import	Adipates	CCND1	0.7073408961296082
increases^import	1,3-dipropyl-8-(2-amino-4-chlorophenyl)xanthine	CCND1	0.7073405385017395
increases^import	triethylenediamine	CCND1	0.7073392868041992
increases^import	deacetoxyvinzolidine	CCND1	0.7073389291763306
increases^import	psicose	CCND1	0.7073379755020142
increases^import	clemizole	CCND1	0.7073374390602112
increases^import	muristerone A	CCND1	0.7073374390602112
increases^expression	acipimox	SOD2	0.7073339223861694
affects^activity	tebufenozide	CASP8	0.7073331475257874
affects^activity	Ethyl Biscoumacetate	CASP8	0.7073319554328918
increases^import	6-Aminonicotinamide	DNMT1	0.7073286175727844
increases^chemical synthesis	Indomethacin	NOS2	0.7073261737823486
decreases^reaction	mithramycin A	TP53	0.70732581615448
affects^activity	6-methoxytryptoline	PTGS2	0.7073238492012024
decreases^uptake	juglone	BAX	0.7073235511779785
affects^activity	pyrazolone	CASP8	0.7073182463645935
decreases^reaction	crocetin	BAX	0.7073178887367249
increases^activity	Estradiol	STAT3	0.7073150873184204
increases^expression	Carbon Tetrachloride	HSPB1	0.7073132395744324
increases^expression	geraniol	CASP8	0.707308292388916
decreases^reaction	Formaldehyde	NOS2	0.7073046565055847
affects^activity	Tropolone	BAX	0.707301676273346
affects^expression	Blood Glucose	PTGS2	0.7073003053665161
decreases^reaction	Galactose	NOS2	0.7072972655296326
increases^expression	Methapyrilene	SLC2A1	0.7072955369949341
increases^import	Acarbose	PARP1	0.7072934508323669
increases^expression	Tetradecanoylphorbol Acetate	APC	0.7072901725769043
increases^expression	Caffeine	HSPB1	0.7072852849960327
affects^cotreatment	Aluminum	NOS2	0.7072846293449402
increases^import	Bisoprolol	SOD2	0.7072839140892029
increases^import	2,6-di-tert-butyl-4-hydroxy-4-methyl-2,5-cyclohexadien-1-one	SOD2	0.7072837948799133
decreases^expression	Diethylnitrosamine	HSPB1	0.7072837948799133
increases^import	3-methoxycatechol	SOD2	0.7072835564613342
increases^import	undecanal	SOD2	0.7072824835777283
increases^import	deacetoxyvinzolidine	SOD2	0.7072815299034119
increases^import	Xylose	SOD2	0.707281231880188
increases^import	triethylenediamine	SOD2	0.707281231880188
increases^import	N-(3-aminopropyl)-N-(1-(5-benzyl-3-methyl-4-oxo-(1,2)thiazolo(5,4-d)pyrimidin-6-yl)-2-methylpropyl)-4-methylbenzamide	SOD2	0.7072800993919373
affects^cotreatment	Galactosamine	BAX	0.7072790861129761
affects^cotreatment	Tetrachlorodibenzodioxin	MYC	0.7072764039039612
increases^transport	aniline	DNMT1	0.7072743773460388
increases^secretion	glucosamine 6-O-sulfate	IL1B	0.7072722911834717
increases^reaction	Paclitaxel	BCL2	0.7072628736495972
affects^activity	Antipain	BAX	0.7072583436965942
affects^activity	2-chloro-1,4-benzoquinone	CDKN1A	0.7072568535804749
increases^reaction	Resveratrol	DNMT1	0.707254946231842
affects^activity	2-phenyl-2-propanol	CASP8	0.7072538137435913
decreases^expression	ochratoxin A	APC	0.7072522640228271
affects^activity	G(M1) Ganglioside	BCL2	0.7072501182556152
affects^activity	dehydroevodiamine	PTGS2	0.7072485685348511
increases^ubiquitination	PK 11195	BAX	0.7072368860244751
decreases^reaction	Melatonin	TP53	0.707234799861908
decreases^expression	Dietary Sucrose	CDKN1A	0.7072347402572632
increases^reaction	1-Methyl-3-isobutylxanthine	ICAM1	0.7072331309318542
increases^oxidation	Sodium Chloride, Dietary	DNMT1	0.7072327136993408
increases^import	Cinanserin	CASP8	0.7072280645370483
increases^import	carbamic acid	CASP8	0.7072268128395081
increases^import	dichloroallyl lawsone	CASP8	0.7072266936302185
increases^import	norclozapine	CASP8	0.7072264552116394
increases^import	phenylpiperazine	CASP8	0.707225501537323
increases^import	N-(3-aminopropyl)-N-(1-(5-benzyl-3-methyl-4-oxo-(1,2)thiazolo(5,4-d)pyrimidin-6-yl)-2-methylpropyl)-4-methylbenzamide	CASP8	0.7072253227233887
increases^import	cyclohexyl methylphosphonic acid	CASP8	0.7072250247001648
increases^import	CP 80080	CASP8	0.7072249054908752
increases^import	Desogestrel	CASP8	0.707224428653717
increases^import	2-(4-iodo-2,5-dimethoxyphenyl)-N-(2-methoxybenzyl)ethanamine	CASP8	0.7072237730026245
increases^import	MCI 154	CASP8	0.7072237730026245
increases^import	(3,4-dihydroxyphenylamino)-2-imidazoline	CASP8	0.7072234749794006
increases^import	6-Aminonicotinamide	AKT1	0.7072232961654663
decreases^reaction	Azoxymethane	NFKB1	0.7072228789329529
increases^import	Wen-pi-tang-Hab-Wu-ling-san	CASP8	0.7072225213050842
increases^cleavage	Sodium Azide	CDKN1A	0.7072217464447021
affects^activity	FLB 457	CASP8	0.707219123840332
decreases^activity	Acetaldehyde	ODC1	0.7072181105613708
increases^activity	pentabrominated diphenyl ether 100	SULT1A1	0.7072181105613708
affects^metabolic processing	perfluorohexanesulfonic acid	CDKN1A	0.7072173953056335
increases^expression	Estradiol	BCL2	0.7072157263755798
decreases^expression	Cadmium	SOD2	0.7072132229804993
affects^activity	phosphatidylinositol 3,4-diphosphate	CDKN1A	0.7072128057479858
decreases^reaction	Carbon Tetrachloride	LEP	0.7072096467018127
affects^metabolic processing	Protein Synthesis Inhibitors	MMP9	0.7072087526321411
increases^phosphorylation	8-(4-methoxyphenyl)-4-oxo-4,6,7,8-tetrahydroimidazo(2,1-c)(1,2,4)triazine-3-carbohydrazide	RELA	0.7072063088417053
affects^expression	Cocaine	BAX	0.707205593585968
increases^import	6-O-angeloylenolin	ACTA2	0.7071928977966309
increases^expression	Methylnitrosourea	BAX	0.707187831401825
affects^expression	cadmium acetate	SULT1A1	0.7071851491928101
affects^activity	1,1-bis(4-hydroxyphenyl)cyclohexane	CDKN1A	0.7071850895881653
affects^cotreatment	Pentobarbital	KRAS	0.7071846723556519
affects^metabolic processing	Sulfates	TP53	0.7071812748908997
affects^activity	lasiocarpine	DNMT1	0.7071788907051086
increases^expression	Docosahexaenoic Acids	BCL2	0.7071784734725952
affects^metabolic processing	siomycin A	BAX	0.7071773409843445
increases^import	Oligonucleotides	SOD2	0.7071767449378967
increases^reaction	Oxygen	TP53	0.7071763277053833
affects^reaction	bis(4-hydroxyphenyl)sulfone	LEP	0.7071755528450012
affects^activity	Cardenolides	CDKN1A	0.7071694731712341
decreases^chemical synthesis	bisindolylmaleimide I	MMP9	0.7071636915206909
affects^activity	clothianidin	CASP8	0.7071589827537537
decreases^methylation	Bortezomib	HSPB1	0.7071569561958313
decreases^expression	Magnetite Nanoparticles	BIRC5	0.7071552872657776
affects^cotreatment	SB 203580	CASP8	0.7071483135223389
increases^expression	PCB 180	MKI67	0.7071423530578613
affects^activity	6,7-dihydro-1,1,2,3,3-pentamethyl-4-(5H)indanone	BAX	0.7071387767791748
increases^ADP-ribosylation	royal jelly	TP53	0.7071386575698853
decreases^chemical synthesis	bisindolylmaleimide I	RELA	0.7071276307106018
affects^activity	marliolide	PTGS2	0.7071255445480347
affects^metabolic processing	Oxyquinoline	ACTA2	0.7071247100830078
increases^ADP-ribosylation	Pilocarpine	VEGFA	0.7071191072463989
decreases^abundance	Endosulfan	PARP1	0.707118034362793
affects^cotreatment	Maneb	MYC	0.707116961479187
increases^secretion	Silicon Dioxide	CDH1	0.7071165442466736
increases^oxidation	6-(4-fluorophenyl)-2,3-dihydro-5-(4-pyridinyl)imidazo(2,1-b)thiazole	AKT1	0.707115650177002
affects^activity	MRS 2211	PTGS2	0.707114040851593
affects^metabolic processing	5-methoxy-1,2-dimethyl-3-((4-nitrophenoxy)methyl)indole-4,7-dione	AKT1	0.7071112394332886
increases^chemical synthesis	chrysophsin	VEGFA	0.707109808921814
increases^expression	Drugs, Chinese Herbal	RELA	0.7071096897125244
decreases^methylation	Fulvestrant	ACTA2	0.7071079015731812
decreases^uptake	juglone	TP53	0.7071000337600708
affects^activity	5-((3-cyclobutyl-2,3,4,5-tetrahydro-1H-3-benzazepin-7-yl)oxy)-N-methyl-2-pyrazinecarboxamide	PTGS2	0.7070979475975037
increases^import	(+)-JQ1 compound	VEGFA	0.707089364528656
increases^ADP-ribosylation	galangin	AKT1	0.7070865035057068
increases^expression	T-2 Toxin	CDKN1A	0.7070856094360352
affects^activity	3-(hydroxymethyl)phenytoin	PTGS2	0.7070848941802979
increases^import	Quinic Acid	DNMT1	0.707082211971283
affects^activity	beta-carboline-3-carboxylic acid methyl ester	PTGS2	0.7070798873901367
increases^expression	GW 506033X	NOS2	0.7070779800415039
affects^activity	G(M1) Ganglioside	DNMT1	0.7070671319961548
affects^cotreatment	Bucladesine	SLC2A1	0.7070661187171936
affects^reaction	Deoxyglucose	BCL2	0.7070661187171936
affects^cotreatment	Methylnitronitrosoguanidine	BAX	0.7070639729499817
affects^activity	AR-C239	BAX	0.7070612907409668
increases^uptake	4-((3-bromophenyl)amino)-6,7-dimethoxyquinazoline	MMP9	0.7070576548576355
increases^expression	Tobacco Smoke Pollution	CDKN1A	0.7070550918579102
affects^binding	Estradiol	JUN	0.7070544362068176
increases^transport	aliskiren	DNMT1	0.7070538997650146
affects^activity	Piclozotan	CDKN1A	0.707045316696167
increases^oxidation	lard	MMP9	0.7070433497428894
increases^import	SL 327	CTNNB1	0.7070359587669373
increases^activity	Minocycline	MMP9	0.707028329372406
affects^activity	linopirdine	CDKN1A	0.7070253491401672
increases^response to substance	germacrone	VEGFA	0.7070237398147583
increases^expression	2,5,7,8-tetramethyl-2R-(4R,8R,12-trimethyltridecyl)chroman-6-yloxy acetic acid	BAX	0.7070236206054688
increases^chemical synthesis	Meglumine Antimoniate	HSPB1	0.7070209383964539
increases^cleavage	kahweol acetate	RELA	0.7070180773735046
affects^activity	6,7-dihydro-1,1,2,3,3-pentamethyl-4-(5H)indanone	PTGS2	0.7070173025131226
decreases^localization	Olive Oil	PTGS2	0.7070133090019226
decreases^reaction	Adenosine Triphosphate	RELA	0.7070128321647644
decreases^expression	pregna-4,17-diene-3,16-dione	CCND1	0.7070124745368958
increases^reaction	chloroquine diphosphate	CASP8	0.7070097327232361
affects^cotreatment	1,2-Dimethylhydrazine	CDH1	0.7070091962814331
increases^import	Vanillic Acid	PARP1	0.7070085406303406
increases^import	diethylstilbestrol monophosphate	PARP1	0.7070083618164062
increases^import	sodium percarbonate	PARP1	0.7070075869560242
increases^import	RB 006	PARP1	0.7070066928863525
increases^import	AZ 505	PARP1	0.7070066928863525
increases^import	4-cyclohexyloxy-2-(1-(4-(4-methoxy-benzenesulfonyl)piperazin-1-yl)ethyl)quinazoline	PARP1	0.7070066928863525
increases^import	3-methoxycatechol	PARP1	0.7070062756538391
increases^import	subecholine	PARP1	0.7070061564445496
increases^import	Cytidine Monophosphate	PARP1	0.7070057988166809
increases^import	HLo 7	PARP1	0.7070056796073914
increases^import	Mephobarbital	PARP1	0.7070056796073914
affects^metabolic processing	Inositol	SOD2	0.7069910168647766
affects^activity	KB R7785	BAX	0.7069878578186035
affects^activity	clothianidin	CDKN1A	0.706987202167511
decreases^acetylation	Desoxycorticosterone	RELA	0.7069858312606812
decreases^expression	carvacrol	VEGFA	0.7069802284240723
decreases^expression	Arsenic Trioxide	MTOR	0.7069767117500305
affects^expression	Doxorubicin	STAT3	0.7069640159606934
decreases^reaction	resolvin D2	IL1B	0.7069627642631531
increases^expression	notoginsenoside R1	BCL2	0.706960916519165
decreases^expression	mono-(2-ethylhexyl)phthalate	CDKN1A	0.7069564461708069
affects^activity	Enkephalin, D-Penicillamine (2,5)-	CDKN1A	0.7069550156593323
increases^import	chloroxylenol	CTNNB1	0.7069538235664368
increases^import	neotame	CTNNB1	0.7069537043571472
increases^import	indium trichloride	CTNNB1	0.706953227519989
affects^binding	beta-hexachlorocyclohexane	ERBB2	0.706953227519989
increases^import	eluxadoline	CTNNB1	0.706953227519989
increases^import	Etanidazole	CTNNB1	0.706952691078186
increases^import	2,6-di-tert-butyl-4-hydroxy-4-methyl-2,5-cyclohexadien-1-one	CTNNB1	0.7069522142410278
